一级评论;实际爬取到的二级评论内容;单条评论情绪值;一级评论平均情绪值
能不能说说，为啥我支付成功，他不显示会员[苦涩];非常抱歉出现这样的情况！私信里之前已经回复您了，我们会全力尽快解决;-0.9313795023071163
网约车主要责任;保险希望单位，如果是曹操的营运车辆，;0.7395335716540608
网约车主要责任;对;0.052465563615616606
-------;--------;--------;0.10371824915249445
横穿马路是不是重点？;如果横穿马路就可以被剥夺生命，那这个世界上的生物会灭绝的，你难道没干过比横穿马路更出格的事儿？;0.4944599282733231
横穿马路是不是重点？;其实两边都有问题老人横穿马路司机几十米完全不减速大概率在看手机正常这个距离是完全可以看见人的只有两个孩子最可怜唉;-0.9435175485878764
横穿马路是不是重点？;回复@梦想有只鸡:突然闯出野生动物的正确操作真的不是避让;0.993085806827148
横穿马路是不是重点？;回复@梦想有只鸡:不是踩了刹车就能立刻停住的，刹车距离这种概念你知道吗？;0.7432881877271245
横穿马路是不是重点？;回复@梦想有只鸡:估计在看手机，但横穿马路还带俩小孩真的不值得同情;0.840049005128906
横穿马路是不是重点？;就是马路上出现一只野生动物你不得踩一脚刹车吗？;-0.0578624756576962
-------;--------;--------;0.3449171506184882
希望两个小孩只是受了点皮外伤;一个开车不看路，一个横穿不看车，卧龙凤雏，都挺服，只可怜孩子无辜;-0.6994401548052749
希望两个小孩只是受了点皮外伤;左一个右一个左边的大概率重开了;-0.9955774772214459
-------;--------;--------;-0.8475088160133604
这辅路和主路中间有绿化隔开，主路双向车道也有，那边到辅路也有，她是怎么想的穿过去的;而且刚开始跑的挺快，跑到一半慢下来了，要是能保持一开始的速度，就可以到绿化带了;0.6872959252241848
这辅路和主路中间有绿化隔开，主路双向车道也有，那边到辅路也有，她是怎么想的穿过去的;为了少走一节路，我们楼下都有前车之鉴了，还不是一样有人为了不等红绿灯，少走路。马路中间除了绿化带还加了护栏的。还不是要去翻！哪里都有这种人;-0.9736214089214594
这辅路和主路中间有绿化隔开，主路双向车道也有，那边到辅路也有，她是怎么想的穿过去的;你是没见过高架下面快速路都有横穿的;-0.30781671837607805
这辅路和主路中间有绿化隔开，主路双向车道也有，那边到辅路也有，她是怎么想的穿过去的;省事呗，这种老年人可没有规矩和安全意识;-0.11508840126955122
-------;--------;--------;-0.17730765083572597
两个娃娃还好吗;孩子真倒霉，明明看到那个车都不停，还非要冲过去;-0.7895022221306482
两个娃娃还好吗;回复@猫女人Z:你看不懂么;0.1262324506790624
两个娃娃还好吗;一死两伤，希望两个孩子健在，不要为别人的过错买单，我前段时间看了个新闻，妈妈接儿子放学，骑电瓶车横穿马路被大货车碾压，因为刚好在视线盲区，两个人都成了几截了，孩子真的太无辜了。;0.9731529105747132
两个娃娃还好吗;回复@猫女人Z:写的一死两伤;0.1212198505319344
两个娃娃还好吗;回复@猫女人Z:写的一死两伤;0.1212198505319344
两个娃娃还好吗;两死一伤，至少都有一个小朋友不行了，希望那一伤不是死老太婆;-0.20260389704968107
-------;--------;--------;0.05828649052288585
网约车真没必要这么快，如果是我，早减速了;估计不是没减速的问题，应该是低头看手机了;-0.6081279594922708
网约车真没必要这么快，如果是我，早减速了;没刹住撞残了，比直接撞死，要麻烦些。;0.7887717279508817
网约车真没必要这么快，如果是我，早减速了;回复@等一年玉尘:周边啥车都没有，没必要这样啊，我是这么觉得。;-0.3179288635137305
网约车真没必要这么快，如果是我，早减速了;前后都没车，明显有穿马路意图，减速和脚在刹车上早放着了;-0.9689609759952122
网约车真没必要这么快，如果是我，早减速了;。。。。。。。;-0.19999999999999973
-------;--------;--------;-0.2612492142100663
我只会心疼小孩，老人不要命，该，司机也算不得好东西，这距离一点减速迹象没有，不是看手机也是开小差;回复@魔法老头鸡公煲:正常人看见路上有东西都不会直愣愣撞上去;0.9181186740811675
我只会心疼小孩，老人不要命，该，司机也算不得好东西，这距离一点减速迹象没有，不是看手机也是开小差;司机为什么要减速啊？正常人看见车开过来，肯定要等车先过去啊，没过过马路吗？;-0.9851346614962284
我只会心疼小孩，老人不要命，该，司机也算不得好东西，这距离一点减速迹象没有，不是看手机也是开小差;回复@阿巴阿巴阿巴阿爸2002:有些宝妈想自己带，老人还不让[doge];0.05291847848928288
我只会心疼小孩，老人不要命，该，司机也算不得好东西，这距离一点减速迹象没有，不是看手机也是开小差;我还想说孩子爸妈能让一个老人带俩娃也是不负责任[挖鼻];-0.18692957872406035
-------;--------;--------;-0.050256771912459586
都以为对方会让;司机可能是在看手机接单;-0.568111504409748
-------;--------;--------;-0.568111504409748
跟我爸一样，交通灯在他眼里就是没有的，过路口完全看他自己，有车也过，整条街的车都得让着他;他不挨骂吗？;-0.30944249057433826
跟我爸一样，交通灯在他眼里就是没有的，过路口完全看他自己，有车也过，整条街的车都得让着他;[允悲];0.9459634540755057
跟我爸一样，交通灯在他眼里就是没有的，过路口完全看他自己，有车也过，整条街的车都得让着他;太不珍惜自己的生命;0.8849396659976885
-------;--------;--------;0.5071535431662854
网约车肯定赌人过要等一下，人肯定堵他不敢撞，我就过去了[泪]不敢;回复@Inke681498982:我也就是揣测[笑cry]，我感觉我们当地这样心态的很多。;0.7533270029766783
-------;--------;--------;0.7533270029766783
哇哦这个爱心红绿灯在熙地港吗;是滴，偶然遇到的，从星巴克那个门一出来就是;0.8729828126916332
-------;--------;--------;0.8729828126916332
太美……[单身狗];回复@蜜瓜包經銷金閃閃:我狂冲[抓狂][抓狂][抓狂]！！;-0.9974343348678989
太美……[单身狗];嘿嘿给老师留了一份[馋嘴]d1快来找我！;0.8123583707704027
-------;--------;--------;-0.09253798204874808
如果你要选择前方，那就不要再留恋过去的温暖，带上你的倔强与骄傲，就像向日葵迎着太阳，你也要迎着远方。;踮起脚会缩短爱的距离，这样会不稳定；弯下腰获取平和，这样会很累；平视周围的景色吧，寻找美好，制造快乐，这，就是你的世界。;0.9999891800295275
-------;--------;--------;0.9999891800295275
希望，如同黑暗中的一盏明灯，照亮我们锦绣的前程，给予我们坚定的信念，无畏的前行；希望如同四季高扬的风帆，指引我们在风雨泥泞的路上不懈地努力，勇敢地坚持。;[送花花]踮起脚会缩短爱的距离，这样会不稳定；弯下腰获取平和，这样会很累；平视周围的景色吧，寻找美好，制造快乐，这，就是你的世界。;0.9999956883447427
-------;--------;--------;0.9999956883447427
做有用的事，说勇敢的话，想美好的事，睡安稳的觉。把时间用在进步上，而不是抱怨上。;[送花花]只把一件事做好，就是生活本初的节奏，再忙再累的日子都会云淡风轻，再苦再咸的生活都不值一提。这种无法放弃的力量就来自于内心。;0.9999626051526562
-------;--------;--------;0.9999626051526562
美好的一天，只需要扬起你的嘴角，带着好心情，大步向前走。永远记住，无论我们做什么，人生从来都没有失败，唯一的失败就是自己放弃。;[送花花]要记得，生命极短。短到，用来做自己喜欢的事情，都不够；更不要说用来犹豫，以及妥协——尤其是，妥协给那些——你自己都清楚“这只是妥协”的东西。;0.9998642013959214
-------;--------;--------;0.9998642013959214
梦想是一个幸福的念想，想着想着就快乐了，它执着地立在那里，是生活的一个界标，代表着活力与向上。;🥂我们一路奋战，不是为了能改变世界，而是为了不让世界改变我们～午好[送花花];0.999949126958267
-------;--------;--------;0.999949126958267
午好;午好[努力];0.6861766304394399
-------;--------;--------;0.6861766304394399
我们用人生最好的年华做抵押，去担保一个说出来都会被人嘲笑的梦想。;你的归来，是我的痊愈——匪我思存;0.993910324260806
-------;--------;--------;0.993910324260806
下午好[笑而不语][笑而不语][笑而不语];午好[doge];0.510940471533075
-------;--------;--------;0.510940471533075
中午好;午好哦;0.5486972293378238
-------;--------;--------;0.5486972293378238
下午好;午好[送花花];0.7919172971839721
-------;--------;--------;0.7919172971839721
应该是我司的HO2024南京-昆明[doge];回复@水苑南:吉祥航空感谢您的选择[爱你];0.9369666125242071
应该是我司的HO2024南京-昆明[doge];好荣幸哦能坐你司的航班哈哈哈;0.9487213759263444
-------;--------;--------;0.9428439942252758
吉祥航空吗？;对的[哈哈];0.052465563615616606
-------;--------;--------;0.052465563615616606
不能猜是哪个航班，那是大海捞针我能猜测的，应该是长水机场到达目的地[允悲];回复@水苑南:哈哈哈，我要是这么有细节也不至于现在没对象.我之所以知道是因为出差或者旅游，去过几次长水机场[嘻嘻];0.9989869400707525
不能猜是哪个航班，那是大海捞针我能猜测的，应该是长水机场到达目的地[允悲];其实仔细看看图[阴险]也能猜得到;-0.04832063211767168
-------;--------;--------;0.4753331539765404
这鱼做的相当美味了http://t.cn/A6Nt9Rq6;美味佳肴;-0.14269406140143248
这鱼做的相当美味了http://t.cn/A6Nt9Rq6;看馋了;0.12371306644538871
-------;--------;--------;-0.009490497478021886
这一盘清蒸鱼的颜值太赞了http://t.cn/A6Nt9jJk;非常赞;0.8357487922705313
这一盘清蒸鱼的颜值太赞了http://t.cn/A6Nt9jJk;美味的鱼肉;-0.14269406140143248
这一盘清蒸鱼的颜值太赞了http://t.cn/A6Nt9jJk;清爽的鱼肉口感完美;0.7948491501478552
这一盘清蒸鱼的颜值太赞了http://t.cn/A6Nt9jJk;最爱吃鱼;-0.09506559335903098
这一盘清蒸鱼的颜值太赞了http://t.cn/A6Nt9jJk;味道鲜美;-0.19154948281565476
这一盘清蒸鱼的颜值太赞了http://t.cn/A6Nt9jJk;酱汁做的令人食欲大增;0.5461319013046093
这一盘清蒸鱼的颜值太赞了http://t.cn/A6Nt9jJk;好想尝尝;0.28586716367145626
-------;--------;--------;0.2904696956883334
精致大菜香味四溢，味蕾有福了http://t.cn/A6Nt9WUq;好想吃;0.3305697289945706
精致大菜香味四溢，味蕾有福了http://t.cn/A6Nt9WUq;妥妥的美食;0.49471058006969737
精致大菜香味四溢，味蕾有福了http://t.cn/A6Nt9WUq;非常诱人;-0.33333333333333326
精致大菜香味四溢，味蕾有福了http://t.cn/A6Nt9WUq;肉香扑鼻;-0.8470215794873079
精致大菜香味四溢，味蕾有福了http://t.cn/A6Nt9WUq;太想吃了;-0.29316412344465426
-------;--------;--------;-0.1296477454402055
蘸料丰盛味道醇厚，鲜美味道全靠它了http://t.cn/A6Nt9pQv;奈斯;0.8165692409315932
蘸料丰盛味道醇厚，鲜美味道全靠它了http://t.cn/A6Nt9pQv;这也太好吃了;-0.06805241369629389
蘸料丰盛味道醇厚，鲜美味道全靠它了http://t.cn/A6Nt9pQv;非常正宗;0.23076923076923128
蘸料丰盛味道醇厚，鲜美味道全靠它了http://t.cn/A6Nt9pQv;蘸料不错;0.696354491404698
蘸料丰盛味道醇厚，鲜美味道全靠它了http://t.cn/A6Nt9pQv;非常美味的美食;0.4228171355602839
蘸料丰盛味道醇厚，鲜美味道全靠它了http://t.cn/A6Nt9pQv;看着真棒;0.12371306644538871
-------;--------;--------;0.37036179190248353
颜色鲜艳的羊奶果，很想品尝一下http://t.cn/A6Nt9Kkc;安排;0.03384615384615386
颜色鲜艳的羊奶果，很想品尝一下http://t.cn/A6Nt9Kkc;好想尝尝;0.28586716367145626
颜色鲜艳的羊奶果，很想品尝一下http://t.cn/A6Nt9Kkc;值得尝鲜;0.24420269275206552
颜色鲜艳的羊奶果，很想品尝一下http://t.cn/A6Nt9Kkc;颜值超高;0.9329074984743675
颜色鲜艳的羊奶果，很想品尝一下http://t.cn/A6Nt9Kkc;我也想尝尝;0.3650055990633698
颜色鲜艳的羊奶果，很想品尝一下http://t.cn/A6Nt9Kkc;非常好看;0.4224924012158051
-------;--------;--------;0.3807202515038697
一口一个酸甜可口的蕃茄果http://t.cn/A6Nt9KJn;好治愈的一道菜;0.4752275835070454
一口一个酸甜可口的蕃茄果http://t.cn/A6Nt9KJn;好喜欢;0.5994598271140363
一口一个酸甜可口的蕃茄果http://t.cn/A6Nt9KJn;像极了一道艺术品;0.634259571962668
